ID,Description,GeneRatio,BgRatio,pvalue,OddsRatio,Count,TermSize,GeneIDs,p.adjust,TERM,ONTOLOGY
GO:0003674,molecular_function,10/12,6999/8282,0.7188700477128478,0.9164289279316106,10,6999,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g33271.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1/Montipora_capitata_HIv3___RNAseq.g2578.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.9149255152708972,molecular_function,MF
GO:0048518,positive regulation of biological process,4/12,3151/8282,0.7309070025336477,0.8139929418862657,4,3151,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.9200496946558889,positive regulation of biological process,BP
GO:0006810,transport,3/12,2442/8282,0.7348448859913919,0.7969451134433782,3,2442,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___TS.g16805.t1,0.9200496946558889,transport,BP
GO:0051179,localization,4/12,3214/8282,0.7485680080695714,0.7881961596963917,4,3214,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.9296731713122096,localization,BP
GO:0051234,establishment of localization,3/12,2536/8282,0.7619656442362587,0.7550173829855622,3,2536,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___TS.g16805.t1,0.9349969900290023,establishment of localization,BP
GO:0044260,GO:0044260,4/12,3275/8282,0.7649975372964564,0.7641638228595098,4,3275,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.9349969900290023,NA,NA
GO:1901564,organonitrogen compound metabolic process,4/12,3320/8282,0.7766887106493005,0.7470101084733585,4,3320,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.9396525215954719,organonitrogen compound metabolic process,BP
GO:0016020,membrane,4/12,3337/8282,0.7810098880793532,0.7406503900347289,4,3337,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.9396525215954719,membrane,CC
GO:0009987,cellular process,10/12,7174/8282,0.7902228751684508,0.7719426353553426,10,7174,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g44775.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1/Montipora_capitata_HIv3___RNAseq.g2578.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.9433528565624433,cellular process,BP
GO:0043227,membrane-bounded organelle,8/12,6038/8282,0.7963368269682962,0.7429803859809304,8,6038,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1/Montipora_capitata_HIv3___RNAseq.g2578.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.9433528565624433,membrane-bounded organelle,CC
