"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-211 0.521496041272777 2 48 "GO:0003158;GO:0045446;GO:0001885;GO:0061028" "endothelium development" 0.793108146872348
-132 0.608103076819112 3 79 "GO:0003222;GO:0014912;GO:1901213;GO:0009957;GO:0048505;GO:0060317;GO:0007221;GO:0036003;GO:1901522" "obsolete positive regulation of transcription from RNA polymerase II promoter in response to stress" 0.839761391797821
-331 0.0888916303357316 2 139 "GO:0003230;GO:0001569;GO:0007413;GO:0106030;GO:0033002;GO:0055017;GO:0060419;GO:0060911;GO:0003170;GO:0003171;GO:0003179;GO:0003197;GO:0003203;GO:0072132;GO:0003215;GO:0003272;GO:1905314;GO:0003209;GO:0003283;GO:0060413;GO:0060841;GO:0014019;GO:0003207;GO:0014855;GO:0060038" "axonal fasciculation" 0.313028609675732
-37 0.891620112959667 3 70 "GO:0003264;GO:0003266;GO:0030878;GO:0042693;GO:0042694;GO:0043586;GO:0043587;GO:0060465" "pharynx development" 0.969082956746839
-562 0.208689513583001 4 26 "GO:0003356;GO:0021544;GO:0044321" "regulation of cilium beat frequency" 0.503225372614834
-1314 0.00131736708863904 2 31 "GO:0003382;GO:0003383" "epithelial cell morphogenesis" 0.0222173672188482
-129 0.331213404810266 4 305 "GO:0005975;GO:0044262" "carbohydrate metabolic process" 0.635128591912953
-150 0.451816568909293 4 133 "GO:0005976;GO:0005977;GO:0006112;GO:0044042;GO:0006073;GO:0044264;GO:0000271;GO:0016051;GO:0033692;GO:0034637;GO:0005978;GO:0009250" "carbohydrate biosynthetic process" 0.735354517765635
-202 0.358102839176661 4 109 "GO:0005981;GO:0070873;GO:0006109;GO:0032881;GO:0010675;GO:0010906;GO:0043471;GO:0070875;GO:0043255;GO:0005979;GO:0010962;GO:0032885" "regulation of carbohydrate metabolic process" 0.650560102386449
-113 0.79946114123131 2 26 "GO:0006012;GO:0019388;GO:0042339" "galactose metabolic process" 0.931227680898371
-470 0.00818198039814174 2 167 "GO:0006022;GO:0006023;GO:0006493;GO:0030203;GO:0006029;GO:1903510;GO:0006024;GO:0030166;GO:0030204;GO:0030206;GO:0050650;GO:0050654;GO:0180064" "aminoglycan metabolic process" 0.0760209246701131
-374 0.294041659901644 2 41 "GO:0006040;GO:0006047;GO:0046348;GO:0046349;GO:1901071;GO:0006044;GO:0006048" "amino sugar metabolic process" 0.592416565317628
-74 0.855863917561973 4 31 "GO:0006071;GO:0019400;GO:0006107;GO:0071107;GO:0071374" "oxaloacetate metabolic process" 0.950515460411668
-121 0.42302414442621 3 234 "GO:0006081;GO:0042446;GO:0042445;GO:0034308;GO:0001523;GO:0016101;GO:0006721;GO:0006720" "hormone metabolic process" 0.713993132655878
406 0.186651286222291 4 55 "GO:0006085;GO:0008631;GO:0036473;GO:0042762;GO:2000209;GO:2000811;GO:0006086" "regulation of anoikis" 0.472553653213578
-192 0.706112191886196 4 20 "GO:0006089;GO:0032025" "lactate metabolic process" 0.8971915014614
1273 4.57624538859872e-10 3 126 "GO:0006119;GO:0019646;GO:0022904;GO:0042773;GO:0042775;GO:0010257;GO:0032981;GO:0033108;GO:0006120" "oxidative phosphorylation" 1.45982227896299e-07
2148 3.89684390332534e-05 7 19 "GO:0006122;GO:0034982" "mitochondrial electron transport, ubiquinol to cytochrome c" 0.00186463980774118
174 0.08929656263477 2 531 "GO:0006164;GO:0009165;GO:0072522;GO:1901293;GO:0009152;GO:0009260;GO:0046390;GO:0006790;GO:0051188;GO:0044272;GO:0009108" "sulfur compound metabolic process" 0.313028609675732
645 0.183824786834373 3 22 "GO:0006188;GO:0046040;GO:0046033" "IMP metabolic process" 0.471814606584405
640 0.0286570510925193 4 61 "GO:0006213;GO:0046131;GO:1901659;GO:0009218;GO:0009163;GO:0042455;GO:0046132;GO:0046134;GO:0006206;GO:0043094" "glycosyl compound biosynthetic process" 0.174680241372872
634 0.0623202055766722 4 45 "GO:0006220;GO:0006221;GO:0072528;GO:0009263;GO:0009130;GO:0009129" "pyrimidine-containing compound biosynthetic process" 0.263895737773785
268 0.617245837639596 6 18 "GO:0006266;GO:0033151" "V(D)J recombination" 0.844638512532316
206 0.440970119711068 3 73 "GO:0006270;GO:0042023;GO:0044786;GO:0000083" "cell cycle DNA replication" 0.721381888142721
287 0.233013139760717 2 90 "GO:0006275;GO:0045740;GO:0090329" "regulation of DNA replication" 0.536022845084276
-72 0.896010745443032 4 17 "GO:0006287;GO:0002566;GO:0016446" "somatic hypermutation of immunoglobulin genes" 0.969082956746839
162 0.0210563511068741 4 1243 "GO:0006325;GO:0051276;GO:0006259;GO:0016569;GO:0016570;GO:0006281;GO:0006974" "chromosome organization" 0.145142087182575
-80 0.741366061107037 2 90 "GO:0006334;GO:0034728;GO:0031055;GO:0034080;GO:0034508;GO:0043486" "nucleosome organization" 0.907272788336873
893 1.92134093561107e-06 2 150 "GO:0006353;GO:0031123;GO:0031124;GO:0006369;GO:0006378;GO:0043631" "RNA 3'-end processing" 0.000167156661398163
373 0.0050740691972014 4 304 "GO:0006354;GO:0006368;GO:0006283;GO:0006289;GO:0006352;GO:0006367;GO:0006370;GO:0009452;GO:0036260;GO:0000966;GO:0009301;GO:0016073;GO:0042795;GO:0098781" "DNA-templated transcription initiation" 0.0558147611692154
423 0.325544916972401 9 28 "GO:0006356;GO:0045943;GO:1901836;GO:1901838" "regulation of transcription by RNA polymerase I" 0.631940132946425
341 0.575520802814717 2 14 "GO:0006359" "regulation of transcription by RNA polymerase III" 0.817039757493296
466 0.0972903842229315 8 66 "GO:0006360;GO:0006361;GO:0006363;GO:0045815;GO:0141137" "positive regulation of gene expression, epigenetic" 0.327841189089245
758 0.118236775094845 -1 22 "GO:0006379;GO:0098787" "obsolete mRNA cleavage" 0.368575223992725
440 0.266803309478149 2 33 "GO:0006383;GO:0009303" "transcription by RNA polymerase III" 0.564891077811037
417 0.000173852556415414 2 444 "GO:0006417;GO:0010608;GO:0034248;GO:0034250;GO:0045727;GO:0017148;GO:0034249" "post-transcriptional regulation of gene expression" 0.00530967555090101
279 0.51709670540257 2 28 "GO:0006418;GO:0043039;GO:0043038" "amino acid activation" 0.791973369316097
575 0.055175454604248 5 58 "GO:0006446;GO:0045948" "regulation of translational initiation" 0.260821860329922
121 0.408564260850287 4 250 "GO:0006469;GO:0033673;GO:0043409;GO:0051348;GO:0071901;GO:0043407" "obsolete negative regulation of transferase activity" 0.704497293033738
-1 0.993244749799273 2 181 "GO:0006470;GO:0016311;GO:0035335" "dephosphorylation" 0.997681310358168
-88 0.570807434222044 2 223 "GO:0006473;GO:0043543;GO:0006475;GO:0016573;GO:0018205;GO:0018393;GO:0018394;GO:0043966" "peptidyl-lysine modification" 0.816506391049853
696 0.151826817151577 2 22 "GO:0006474;GO:0031365;GO:0018206" "N-terminal protein amino acid modification" 0.423610099166353
-628 0.0589938287826028 7 47 "GO:0006476;GO:0035601;GO:0098732;GO:0016575;GO:0070932" "macromolecule deacylation" 0.262187892539405
117 0.622664961316605 3 93 "GO:0006479;GO:0008213;GO:0016571;GO:0018022;GO:0034968;GO:0018023;GO:0051568" "protein methylation" 0.848148147709918
-164 0.233745873941881 -1 281 "GO:0006486;GO:0009101;GO:0009100;GO:0043413;GO:0070085" "glycoprotein metabolic process" 0.536022845084276
-110 0.669839151203948 2 78 "GO:0006487;GO:0018196;GO:0018279" "protein N-linked glycosylation" 0.873543999701284
220 0.665721279833482 3 20 "GO:0006488;GO:0006490" "obsolete oligosaccharide-lipid intermediate biosynthetic process" 0.873143497793568
370 0.350424246723637 2 33 "GO:0006491;GO:0046835" "carbohydrate phosphorylation" 0.650097510391193
99 0.678082328106112 2 92 "GO:0006497;GO:0006505;GO:0006506;GO:0009247;GO:0016254;GO:0042157;GO:0042158" "lipoprotein metabolic process" 0.878729598058877
25 0.699294194798551 5 1610 "GO:0006508;GO:0009057;GO:0030163;GO:0044265;GO:0051603;GO:1901565;GO:0000209;GO:0016567;GO:0032446;GO:0070647;GO:0043687;GO:0006511;GO:0019941;GO:0043632;GO:0010498;GO:0043161" "proteolysis" 0.896566290918205
92 0.728677674407035 3 75 "GO:0006513;GO:0010390;GO:0016574;GO:0033522;GO:0035518" "protein monoubiquitination" 0.899449334839561
70 0.833452089810962 4 47 "GO:0006544;GO:0009070;GO:0009069;GO:0006563;GO:0006564" "obsolete serine family amino acid metabolic process" 0.943144879973439
-8 0.99042013784705 4 12 "GO:0006553" "lysine metabolic process" 0.997681310358168
104 0.774986681806843 4 39 "GO:0006558;GO:0009072;GO:0006559;GO:0009074;GO:1902221;GO:1902222;GO:0006570" "aromatic amino acid metabolic process" 0.920942430177432
404 0.0313123309170826 3 150 "GO:0006575;GO:0042398" "modified amino acid metabolic process" 0.184974695602766
-296 0.238529109755806 4 83 "GO:0006576;GO:0009308;GO:0042401;GO:0009309;GO:0006584;GO:0009712;GO:0019336;GO:0042417;GO:0046189;GO:0009713;GO:0042415;GO:0042421;GO:0042423;GO:0042439" "amine metabolic process" 0.536022845084276
-70 0.908911683122841 2 14 "GO:0006577;GO:0009437" "amino-acid betaine metabolic process" 0.973669550422804
642 0.309014386439225 2 13 "GO:0006595;GO:0006596" "polyamine metabolic process" 0.609745913035749
83 0.796088834828558 3 50 "GO:0006625;GO:0072663;GO:0007031;GO:0043574;GO:0072662;GO:0015919" "peroxisome organization" 0.930463128783246
88 0.165853046393625 4 1599 "GO:0006629;GO:1901615;GO:0008610;GO:0044255;GO:0019752;GO:0043436;GO:0006082;GO:0055114;GO:0006066" "lipid metabolic process" 0.450572742702427
-427 0.096496424882593 2 79 "GO:0006638;GO:0006639;GO:0006641;GO:0046461;GO:0046464;GO:0046503;GO:0019433" "neutral lipid metabolic process" 0.326314765415694
81 0.803838501489953 2 49 "GO:0006654;GO:0046473;GO:0036151;GO:0036152;GO:0036148;GO:0036150" "phosphatidic acid metabolic process" 0.932452661728345
194 0.67090369883014 2 25 "GO:0006658;GO:0006659" "phosphatidylserine metabolic process" 0.873543999701284
-211 0.259703936885055 3 150 "GO:0006664;GO:0006643;GO:1903509;GO:0046467;GO:0006665;GO:0006672;GO:0006687;GO:0030148;GO:0046513" "membrane lipid metabolic process" 0.559433275170563
-246 0.528500270382183 4 34 "GO:0006667;GO:0034311;GO:0046519;GO:0006684;GO:0006686;GO:0034312;GO:0006670;GO:0046512;GO:0046520" "diol metabolic process" 0.798018206637254
